,age,workclass,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,class
10687,18.0,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,20.0,United-States,<=50K
11935,40.0,Private,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
4721,54.0,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,35.0,United-States,>50K
28666,34.0,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
31734,61.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,53.0,United-States,<=50K
17486,36.0,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,33.0,United-States,<=50K
12958,27.0,Private,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,<=50K
27055,28.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
22603,22.0,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
24664,24.0,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
15357,51.0,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
22504,38.0,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,20.0,United-States,<=50K
3816,42.0,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,2885.0,0.0,45.0,United-States,<=50K
5927,45.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0.0,0.0,50.0,South,>50K
272,35.0,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,2042.0,40.0,United-States,<=50K
2595,54.0,Private,Masters,14,Married-civ-spouse,Transport-moving,Husband,White,Male,7688.0,0.0,60.0,United-States,>50K
21434,33.0,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,48.0,United-States,>50K
24962,21.0,Private,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,Mexico,<=50K
22335,40.0,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,>50K
26486,31.0,State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
25358,61.0,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
19086,19.0,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0.0,0.0,25.0,United-States,<=50K
32326,44.0,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
9390,37.0,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,30.0,United-States,>50K
24038,49.0,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,>50K
11115,49.0,Federal-gov,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
45,48.0,Private,Bachelors,13,Married-spouse-absent,Sales,Unmarried,White,Female,0.0,2472.0,70.0,United-States,>50K
22519,33.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,65.0,United-States,<=50K
8065,58.0,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,Mexico,<=50K
7121,40.0,Private,HS-grad,9,Separated,Other-service,Unmarried,White,Female,0.0,0.0,47.0,United-States,<=50K
17456,19.0,Private,Some-college,10,Never-married,Exec-managerial,Own-child,Black,Male,0.0,0.0,30.0,United-States,<=50K
9836,20.0,Private,Some-college,10,Never-married,Prof-specialty,Own-child,Black,Female,0.0,0.0,40.0,United-States,<=50K
12045,29.0,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,40.0,United-States,<=50K
27192,47.0,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
28435,30.0,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0.0,0.0,99.0,United-States,<=50K
22488,63.0,State-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,32.0,United-States,<=50K
17127,39.0,Private,Bachelors,13,Separated,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0.0,0.0,40.0,Philippines,>50K
5121,23.0,Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
27691,46.0,Private,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0.0,0.0,43.0,United-States,<=50K
3403,36.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4064.0,0.0,40.0,United-States,<=50K
8306,40.0,Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0.0,0.0,48.0,Mexico,<=50K
6601,43.0,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,65.0,United-States,>50K
835,42.0,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,1887.0,40.0,United-States,>50K
203,67.0,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,2206.0,5.0,United-States,<=50K
4272,53.0,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,38.0,United-States,<=50K
32247,72.0,Private,5th-6th,3,Widowed,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
11765,46.0,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
15558,60.0,Private,12th,8,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
12695,28.0,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Female,0.0,0.0,40.0,United-States,<=50K
23766,71.0,Private,7th-8th,4,Divorced,Prof-specialty,Unmarried,White,Male,0.0,0.0,45.0,United-States,<=50K
26774,37.0,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United-States,>50K
15204,36.0,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
27090,34.0,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
29429,33.0,Private,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,Mexico,<=50K
6613,24.0,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
2747,44.0,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298.0,0.0,48.0,United-States,>50K
1102,18.0,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0.0,1719.0,15.0,United-States,<=50K
11450,27.0,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
6805,22.0,Private,9th,5,Never-married,Handlers-cleaners,Other-relative,White,Male,0.0,0.0,30.0,United-States,<=50K
3402,49.0,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4064.0,0.0,50.0,United-States,<=50K
28473,23.0,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,25.0,United-States,<=50K
6083,58.0,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
25745,37.0,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
5860,68.0,Private,Some-college,10,Widowed,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
15559,40.0,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0.0,0.0,45.0,United-States,<=50K
31487,45.0,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
29865,38.0,Private,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0.0,0.0,40.0,United-States,<=50K
16670,37.0,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
22593,41.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
464,40.0,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,1977.0,15.0,United-States,>50K
22222,41.0,Local-gov,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,25.0,United-States,<=50K
29891,18.0,Private,12th,8,Never-married,Other-service,Own-child,White,Male,0.0,0.0,20.0,United-States,<=50K
31033,22.0,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
21451,51.0,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,<=50K
2683,35.0,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298.0,0.0,40.0,United-States,>50K
1130,61.0,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1672.0,40.0,United-States,<=50K
30898,45.0,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
16770,20.0,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,9.0,England,<=50K
13414,36.0,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
6346,20.0,Private,10th,6,Never-married,Sales,Not-in-family,Other,Male,0.0,0.0,40.0,United-States,<=50K
26349,47.0,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,30.0,United-States,>50K
7781,57.0,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,78.0,United-States,<=50K
5775,28.0,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
17278,23.0,Private,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
23128,25.0,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,35.0,United-States,<=50K
25086,50.0,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
28110,32.0,State-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
23147,17.0,Private,10th,6,Never-married,Other-service,Own-child,White,Male,0.0,0.0,25.0,United-States,<=50K
2604,38.0,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688.0,0.0,70.0,United-States,>50K
6278,36.0,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
1128,57.0,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1672.0,45.0,United-States,<=50K
236,73.0,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,2174.0,50.0,United-States,>50K
30045,48.0,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
16587,55.0,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
21318,39.0,Private,11th,7,Divorced,Other-service,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
15331,24.0,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,45.0,United-States,<=50K
25369,61.0,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
13615,49.0,Private,Some-college,10,Widowed,Sales,Unmarried,White,Female,0.0,0.0,30.0,United-States,<=50K
9828,24.0,Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,50.0,United-States,<=50K
31613,34.0,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
20457,29.0,Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,40.0,United-States,<=50K
4964,31.0,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,18.0,United-States,<=50K
9912,28.0,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
20297,24.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,44.0,United-States,<=50K
19883,37.0,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
14597,39.0,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,38.0,United-States,<=50K
1696,47.0,Private,Masters,14,Divorced,Sales,Not-in-family,White,Male,27828.0,0.0,60.0,United-States,>50K
11807,62.0,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,16.0,United-States,<=50K
19253,47.0,Private,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,55.0,United-States,<=50K
14148,21.0,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,0.0,0.0,30.0,United-States,<=50K
16733,48.0,Self-emp-inc,HS-grad,9,Divorced,Sales,Unmarried,Asian-Pac-Islander,Female,0.0,0.0,84.0,United-States,<=50K
237,60.0,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,2163.0,25.0,South,<=50K
31645,51.0,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
10988,28.0,State-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
722,60.0,Private,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1902.0,40.0,United-States,>50K
24622,66.0,Private,Bachelors,13,Married-civ-spouse,Priv-house-serv,Other-relative,White,Male,0.0,0.0,99.0,United-States,<=50K
18830,28.0,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
28033,39.0,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,55.0,United-States,<=50K
17633,55.0,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,44.0,United-States,<=50K
29012,25.0,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,95.0,United-States,<=50K
5903,24.0,Local-gov,HS-grad,9,Divorced,Protective-serv,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
6905,22.0,Private,HS-grad,9,Never-married,Prof-specialty,Unmarried,Black,Female,0.0,0.0,35.0,United-States,<=50K
25697,36.0,Self-emp-not-inc,Some-college,10,Never-married,Other-service,Unmarried,White,Female,0.0,0.0,50.0,United-States,<=50K
7111,34.0,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
6524,49.0,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
8096,37.0,State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,38.0,United-States,<=50K
13619,53.0,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,Other,Female,0.0,0.0,40.0,United-States,<=50K
13302,28.0,Self-emp-not-inc,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,Mexico,<=50K
3263,22.0,Private,HS-grad,9,Married-civ-spouse,Priv-house-serv,Wife,White,Female,4508.0,0.0,40.0,United-States,<=50K
21668,22.0,Private,Some-college,10,Separated,Prof-specialty,Unmarried,White,Female,0.0,0.0,25.0,United-States,<=50K
18243,45.0,Private,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,32.0,United-States,<=50K
10679,22.0,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0.0,0.0,30.0,United-States,<=50K
5683,53.0,Private,9th,5,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,36.0,Canada,<=50K
18356,27.0,Private,HS-grad,9,Separated,Machine-op-inspct,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
15209,61.0,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K
13505,20.0,Private,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0.0,0.0,25.0,United-States,<=50K
29748,60.0,Private,1st-4th,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,Mexico,>50K
8239,24.0,Self-emp-not-inc,Some-college,10,Separated,Handlers-cleaners,Own-child,White,Male,0.0,0.0,45.0,United-States,<=50K
17063,48.0,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,25.0,United-States,>50K
12919,67.0,Private,7th-8th,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
20647,53.0,Private,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,55.0,United-States,<=50K
9272,76.0,Private,10th,6,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,1.0,United-States,<=50K
31491,60.0,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
16442,24.0,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,10.0,United-States,<=50K
15343,24.0,State-gov,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,99.0,England,<=50K
21951,21.0,State-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,35.0,United-States,<=50K
19420,23.0,Private,Some-college,10,Never-married,Other-service,Unmarried,White,Female,0.0,0.0,20.0,United-States,<=50K
23138,30.0,Private,Bachelors,13,Divorced,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
29509,48.0,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
6734,43.0,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
9085,44.0,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
13401,55.0,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
11179,41.0,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
17596,27.0,Private,9th,5,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
8006,40.0,Federal-gov,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
30288,38.0,Federal-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,42.0,United-States,>50K
26326,36.0,Local-gov,Assoc-voc,11,Never-married,Protective-serv,Not-in-family,Black,Female,0.0,0.0,60.0,United-States,>50K
418,46.0,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1977.0,50.0,United-States,>50K
14540,30.0,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,30.0,United-States,<=50K
22359,81.0,Private,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Male,0.0,0.0,5.0,United-States,<=50K
16673,36.0,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0.0,0.0,50.0,United-States,>50K
17024,30.0,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
3096,58.0,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,5178.0,0.0,40.0,United-States,>50K
11633,44.0,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,United-States,>50K
6561,56.0,Self-emp-not-inc,10th,6,Divorced,Sales,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
15280,28.0,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K
21027,51.0,Private,HS-grad,9,Separated,Adm-clerical,Other-relative,White,Female,0.0,0.0,40.0,United-States,<=50K
12626,34.0,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,40.0,United-States,<=50K
22742,37.0,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
22826,62.0,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
3650,40.0,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Other-relative,White,Male,3137.0,0.0,40.0,United-States,<=50K
19888,22.0,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,16.0,United-States,<=50K
9349,20.0,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0.0,0.0,15.0,United-States,<=50K
29861,33.0,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,70.0,United-States,<=50K
24974,48.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0.0,0.0,30.0,South,<=50K
14692,65.0,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
9969,37.0,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
13269,46.0,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,70.0,United-States,<=50K
24097,30.0,Private,7th-8th,4,Widowed,Prof-specialty,Not-in-family,White,Female,0.0,0.0,44.0,United-States,<=50K
2377,50.0,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688.0,0.0,50.0,United-States,>50K
20561,46.0,Private,9th,5,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
12731,36.0,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
7801,65.0,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,20.0,United-States,<=50K
6936,45.0,Self-emp-not-inc,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K
16863,50.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,84.0,United-States,>50K
11877,50.0,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,38.0,United-States,<=50K
15403,28.0,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,55.0,United-States,<=50K
32046,37.0,Self-emp-not-inc,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,60.0,United-States,<=50K
10026,40.0,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
24519,44.0,Private,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,45.0,United-States,>50K
20796,26.0,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,35.0,South,<=50K
17986,34.0,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
21332,44.0,Private,10th,6,Never-married,Farming-fishing,Unmarried,White,Male,0.0,0.0,35.0,United-States,<=50K
27655,22.0,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
13406,38.0,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,England,>50K
28691,50.0,Private,HS-grad,9,Widowed,Sales,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
923,30.0,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,1876.0,45.0,United-States,<=50K
59,33.0,Private,Assoc-voc,11,Separated,Craft-repair,Not-in-family,White,Male,0.0,2444.0,42.0,United-States,>50K
485,51.0,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1977.0,50.0,United-States,>50K
16053,36.0,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
11679,28.0,Private,7th-8th,4,Separated,Other-service,Own-child,White,Male,0.0,0.0,60.0,Mexico,<=50K
27195,29.0,Federal-gov,Some-college,10,Married-spouse-absent,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
3904,34.0,Private,HS-grad,9,Separated,Handlers-cleaners,Not-in-family,White,Male,2463.0,0.0,40.0,United-States,<=50K
546,56.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0.0,1902.0,60.0,United-States,>50K
2124,41.0,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024.0,0.0,40.0,United-States,>50K
16954,38.0,Private,7th-8th,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
25436,26.0,Private,11th,7,Separated,Other-service,Unmarried,White,Female,0.0,0.0,20.0,United-States,<=50K
25939,62.0,State-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
25543,31.0,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
4936,56.0,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
12882,33.0,Private,Assoc-acdm,12,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,45.0,United-States,<=50K
28874,36.0,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
8832,37.0,Private,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
11574,39.0,State-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
2002,50.0,Private,Assoc-acdm,12,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,15024.0,0.0,45.0,United-States,>50K
