,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,class
1448,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,Good
4925,78.0,240.0,10.0,83.0,51.0,0.0,0.0,100.0,-7.0,7,8,56.0,2.0,29.0,0.0,1.0,1.0,21.0,85.0,3.0,3.0,0.0,50.0,Good
4188,78.0,244.0,7.0,69.0,16.0,1.0,1.0,88.0,15.0,6,4,17.0,1.0,41.0,0.0,0.0,0.0,1.0,79.0,1.0,3.0,0.0,40.0,Bad
9796,77.0,169.0,2.0,69.0,40.0,0.0,0.0,100.0,-7.0,7,8,42.0,3.0,12.0,0.0,3.0,2.0,14.0,89.0,9.0,1.0,0.0,36.0,Bad
3083,76.0,65.0,9.0,114.0,21.0,1.0,1.0,100.0,-7.0,6,8,3.0,3.0,24.0,10.0,0.0,0.0,20.0,74.0,3.0,1.0,1.0,50.0,Good
1626,73.0,112.0,8.0,50.0,22.0,0.0,0.0,100.0,-7.0,7,8,25.0,1.0,29.0,0.0,0.0,0.0,39.0,-8.0,7.0,2.0,1.0,64.0,Good
4038,89.0,-8.0,3.0,114.0,19.0,0.0,0.0,100.0,-7.0,7,8,0.0,1.0,26.0,-8.0,0.0,0.0,2.0,94.0,2.0,2.0,0.0,57.0,Good
4856,69.0,112.0,5.0,53.0,38.0,0.0,0.0,100.0,-7.0,7,8,40.0,2.0,29.0,5.0,1.0,1.0,68.0,86.0,5.0,4.0,4.0,64.0,Bad
9459,57.0,204.0,6.0,73.0,28.0,1.0,1.0,97.0,1.0,0,2,29.0,6.0,41.0,0.0,0.0,0.0,14.0,96.0,4.0,4.0,1.0,62.0,Bad
7791,88.0,237.0,16.0,119.0,10.0,0.0,0.0,100.0,-7.0,7,8,10.0,0.0,10.0,23.0,0.0,0.0,1.0,-8.0,4.0,1.0,0.0,56.0,Good
1071,77.0,145.0,2.0,36.0,7.0,0.0,0.0,100.0,-7.0,7,8,8.0,4.0,25.0,3.0,3.0,3.0,42.0,-8.0,1.0,2.0,0.0,60.0,Good
8667,82.0,429.0,10.0,115.0,30.0,0.0,0.0,97.0,19.0,6,6,30.0,1.0,13.0,11.0,0.0,0.0,10.0,51.0,11.0,2.0,0.0,65.0,Good
5692,70.0,285.0,1.0,96.0,13.0,1.0,0.0,67.0,8.0,4,5,15.0,1.0,27.0,0.0,1.0,1.0,25.0,-8.0,3.0,1.0,0.0,50.0,Bad
8378,54.0,123.0,6.0,54.0,21.0,0.0,0.0,88.0,4.0,4,6,26.0,3.0,42.0,0.0,0.0,0.0,63.0,45.0,4.0,3.0,1.0,78.0,Good
8817,70.0,150.0,22.0,91.0,20.0,1.0,1.0,81.0,7.0,4,6,22.0,0.0,18.0,1.0,1.0,1.0,15.0,-8.0,2.0,1.0,0.0,38.0,Bad
6359,59.0,32.0,10.0,23.0,3.0,1.0,1.0,100.0,-7.0,7,8,4.0,1.0,67.0,0.0,1.0,1.0,90.0,-8.0,1.0,1.0,1.0,100.0,Bad
6600,87.0,441.0,7.0,114.0,20.0,0.0,0.0,100.0,-7.0,7,8,21.0,2.0,30.0,-7.0,3.0,3.0,3.0,50.0,2.0,1.0,1.0,33.0,Good
157,79.0,245.0,6.0,100.0,35.0,0.0,0.0,100.0,-7.0,7,8,37.0,1.0,43.0,4.0,1.0,1.0,18.0,61.0,6.0,4.0,0.0,71.0,Good
4519,68.0,121.0,0.0,72.0,19.0,1.0,1.0,100.0,-7.0,7,8,20.0,1.0,30.0,-7.0,0.0,0.0,43.0,47.0,2.0,2.0,1.0,44.0,Bad
1524,83.0,154.0,4.0,57.0,13.0,0.0,0.0,93.0,-8.0,6,6,14.0,1.0,43.0,0.0,0.0,0.0,4.0,80.0,1.0,4.0,1.0,45.0,Good
5722,90.0,155.0,11.0,72.0,6.0,0.0,0.0,100.0,-7.0,7,8,6.0,1.0,0.0,0.0,0.0,0.0,1.0,-8.0,2.0,-8.0,0.0,50.0,Bad
4562,87.0,85.0,42.0,63.0,7.0,0.0,0.0,100.0,-7.0,7,8,7.0,0.0,29.0,-7.0,1.0,1.0,2.0,-8.0,2.0,1.0,0.0,100.0,Good
6462,81.0,183.0,21.0,88.0,27.0,0.0,0.0,100.0,-7.0,7,8,28.0,0.0,29.0,0.0,2.0,2.0,9.0,32.0,4.0,2.0,1.0,60.0,Good
3817,66.0,123.0,5.0,51.0,38.0,0.0,0.0,97.0,9.0,4,6,26.0,1.0,26.0,0.0,4.0,3.0,38.0,61.0,5.0,3.0,1.0,53.0,Bad
6772,92.0,330.0,1.0,119.0,10.0,0.0,0.0,100.0,-7.0,7,8,11.0,2.0,9.0,-8.0,0.0,0.0,1.0,53.0,1.0,1.0,0.0,33.0,Bad
912,86.0,152.0,4.0,71.0,33.0,0.0,0.0,100.0,-7.0,7,8,33.0,2.0,33.0,2.0,5.0,5.0,11.0,-8.0,1.0,3.0,0.0,50.0,Good
8039,91.0,318.0,33.0,100.0,22.0,0.0,0.0,100.0,-7.0,7,8,22.0,0.0,64.0,13.0,0.0,0.0,1.0,-8.0,3.0,2.0,0.0,56.0,Good
5339,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,Good
3090,52.0,195.0,3.0,66.0,20.0,2.0,2.0,75.0,1.0,4,2,24.0,7.0,29.0,8.0,0.0,0.0,88.0,65.0,6.0,3.0,3.0,90.0,Bad
4489,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,Good
143,80.0,233.0,3.0,106.0,28.0,0.0,0.0,97.0,2.0,4,6,30.0,4.0,37.0,2.0,3.0,3.0,4.0,98.0,4.0,2.0,0.0,86.0,Good
2838,70.0,-8.0,2.0,54.0,33.0,0.0,0.0,100.0,-7.0,7,8,0.0,5.0,34.0,4.0,1.0,1.0,38.0,98.0,2.0,5.0,1.0,64.0,Bad
7435,91.0,454.0,89.0,173.0,9.0,0.0,0.0,100.0,-7.0,7,8,9.0,0.0,33.0,0.0,1.0,1.0,1.0,-8.0,1.0,-8.0,0.0,33.0,Bad
9484,61.0,84.0,12.0,28.0,4.0,2.0,2.0,80.0,61.0,6,2,6.0,0.0,60.0,0.0,3.0,3.0,101.0,93.0,2.0,2.0,2.0,100.0,Bad
6007,73.0,77.0,5.0,44.0,15.0,0.0,0.0,100.0,-7.0,7,8,15.0,1.0,67.0,14.0,0.0,0.0,68.0,77.0,3.0,4.0,2.0,100.0,Bad
10425,80.0,40.0,40.0,40.0,1.0,0.0,0.0,100.0,-7.0,7,8,1.0,0.0,0.0,-8.0,0.0,0.0,27.0,-8.0,1.0,-8.0,-8.0,100.0,Bad
4326,62.0,240.0,5.0,104.0,24.0,0.0,0.0,92.0,3.0,4,6,24.0,2.0,33.0,0.0,0.0,0.0,61.0,68.0,6.0,2.0,3.0,69.0,Good
4361,77.0,140.0,25.0,68.0,15.0,0.0,0.0,94.0,42.0,6,6,16.0,0.0,31.0,0.0,0.0,0.0,4.0,75.0,2.0,2.0,0.0,55.0,Good
3138,63.0,211.0,1.0,41.0,33.0,1.0,1.0,97.0,53.0,6,2,31.0,14.0,11.0,2.0,3.0,3.0,66.0,91.0,24.0,3.0,9.0,84.0,Bad
4053,79.0,334.0,4.0,119.0,38.0,0.0,0.0,100.0,-7.0,7,8,45.0,1.0,32.0,3.0,3.0,3.0,16.0,63.0,5.0,2.0,0.0,37.0,Good
9139,71.0,157.0,8.0,81.0,14.0,1.0,1.0,87.0,7.0,4,6,15.0,1.0,27.0,-7.0,0.0,0.0,18.0,-8.0,1.0,-8.0,1.0,33.0,Bad
10267,85.0,324.0,20.0,143.0,21.0,0.0,0.0,100.0,-7.0,7,8,21.0,0.0,33.0,-8.0,0.0,0.0,10.0,-8.0,4.0,1.0,0.0,70.0,Good
264,77.0,165.0,12.0,75.0,20.0,0.0,0.0,95.0,-8.0,6,6,20.0,0.0,20.0,0.0,0.0,0.0,41.0,44.0,4.0,2.0,1.0,43.0,Good
8632,65.0,292.0,4.0,62.0,42.0,1.0,0.0,96.0,1.0,3,5,45.0,4.0,31.0,0.0,3.0,3.0,11.0,89.0,3.0,4.0,0.0,35.0,Good
8055,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,Bad
10119,82.0,215.0,32.0,73.0,10.0,0.0,0.0,100.0,-7.0,7,8,10.0,0.0,60.0,-7.0,1.0,0.0,0.0,26.0,2.0,4.0,1.0,100.0,Good
4607,71.0,127.0,4.0,67.0,18.0,0.0,0.0,94.0,28.0,6,6,18.0,1.0,33.0,-7.0,0.0,0.0,87.0,87.0,3.0,3.0,1.0,100.0,Bad
1689,69.0,324.0,20.0,127.0,22.0,1.0,1.0,95.0,-8.0,6,6,22.0,0.0,41.0,0.0,0.0,0.0,16.0,64.0,7.0,3.0,2.0,73.0,Good
9695,84.0,200.0,12.0,69.0,18.0,0.0,0.0,100.0,-7.0,7,8,18.0,0.0,39.0,13.0,0.0,0.0,1.0,86.0,2.0,2.0,0.0,40.0,Good
1856,61.0,350.0,5.0,92.0,33.0,2.0,0.0,86.0,1.0,3,5,36.0,5.0,25.0,0.0,1.0,1.0,43.0,74.0,6.0,3.0,1.0,53.0,Bad
625,69.0,73.0,4.0,34.0,9.0,1.0,1.0,100.0,-7.0,6,8,9.0,2.0,44.0,9.0,0.0,0.0,32.0,84.0,3.0,3.0,1.0,86.0,Good
7605,57.0,10.0,5.0,7.0,6.0,0.0,0.0,100.0,-7.0,7,8,6.0,6.0,50.0,-7.0,0.0,0.0,97.0,93.0,3.0,2.0,1.0,100.0,Bad
1873,56.0,324.0,2.0,100.0,39.0,0.0,0.0,95.0,15.0,6,6,42.0,2.0,14.0,0.0,4.0,4.0,94.0,-8.0,20.0,1.0,18.0,85.0,Bad
8522,68.0,170.0,1.0,63.0,21.0,1.0,1.0,95.0,45.0,6,6,24.0,5.0,36.0,-7.0,3.0,3.0,26.0,65.0,4.0,3.0,0.0,64.0,Bad
5158,55.0,336.0,5.0,111.0,17.0,2.0,1.0,74.0,1.0,0,2,20.0,2.0,32.0,-7.0,0.0,0.0,39.0,-8.0,5.0,2.0,0.0,88.0,Bad
3708,70.0,127.0,11.0,52.0,20.0,0.0,0.0,100.0,-7.0,7,8,19.0,1.0,50.0,1.0,11.0,11.0,77.0,97.0,1.0,3.0,1.0,57.0,Good
6548,70.0,288.0,5.0,67.0,32.0,0.0,0.0,97.0,-8.0,6,6,34.0,3.0,21.0,0.0,1.0,1.0,25.0,41.0,9.0,2.0,1.0,65.0,Good
3015,74.0,170.0,2.0,10.0,3.0,0.0,0.0,100.0,-7.0,7,8,24.0,3.0,25.0,0.0,3.0,3.0,2.0,-8.0,2.0,1.0,0.0,75.0,Good
5971,68.0,184.0,10.0,89.0,25.0,0.0,0.0,96.0,62.0,6,6,27.0,1.0,27.0,-7.0,12.0,12.0,24.0,84.0,4.0,3.0,2.0,54.0,Good
2458,65.0,13.0,5.0,44.0,18.0,1.0,1.0,95.0,34.0,0,2,1.0,2.0,26.0,-7.0,0.0,0.0,58.0,15.0,6.0,2.0,1.0,89.0,Bad
49,65.0,478.0,12.0,97.0,44.0,0.0,0.0,89.0,1.0,4,6,47.0,0.0,32.0,0.0,9.0,9.0,63.0,-8.0,9.0,-8.0,6.0,60.0,Bad
10084,81.0,117.0,6.0,54.0,14.0,0.0,0.0,93.0,31.0,6,6,14.0,3.0,21.0,-7.0,0.0,0.0,2.0,-8.0,2.0,1.0,0.0,43.0,Bad
7316,57.0,179.0,8.0,75.0,31.0,2.0,0.0,76.0,17.0,6,5,34.0,1.0,41.0,0.0,0.0,0.0,73.0,79.0,5.0,2.0,3.0,70.0,Bad
6250,43.0,165.0,15.0,80.0,20.0,6.0,4.0,61.0,1.0,3,3,28.0,0.0,11.0,2.0,2.0,2.0,93.0,-8.0,15.0,-8.0,7.0,100.0,Bad
3879,63.0,437.0,6.0,154.0,10.0,3.0,1.0,77.0,8.0,2,4,27.0,1.0,38.0,5.0,0.0,0.0,36.0,31.0,5.0,3.0,0.0,80.0,Bad
7821,79.0,247.0,0.0,75.0,47.0,0.0,0.0,100.0,-7.0,7,8,50.0,3.0,14.0,0.0,2.0,2.0,41.0,60.0,6.0,2.0,1.0,100.0,Good
9799,77.0,107.0,3.0,52.0,22.0,0.0,0.0,100.0,-7.0,7,8,24.0,3.0,33.0,0.0,1.0,1.0,17.0,100.0,4.0,2.0,1.0,55.0,Bad
5204,56.0,41.0,10.0,19.0,8.0,0.0,0.0,88.0,8.0,4,6,8.0,4.0,50.0,0.0,2.0,2.0,73.0,79.0,2.0,2.0,1.0,80.0,Good
9526,55.0,80.0,17.0,56.0,4.0,5.0,2.0,56.0,31.0,6,2,9.0,0.0,33.0,0.0,10.0,9.0,0.0,71.0,0.0,1.0,-8.0,33.0,Bad
6225,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,Good
5022,77.0,237.0,5.0,78.0,27.0,0.0,0.0,100.0,-7.0,7,8,27.0,2.0,11.0,15.0,0.0,0.0,35.0,-8.0,5.0,1.0,2.0,67.0,Good
4567,70.0,159.0,3.0,62.0,29.0,0.0,0.0,86.0,1.0,4,6,29.0,6.0,48.0,-7.0,1.0,1.0,9.0,69.0,2.0,6.0,2.0,57.0,Bad
5083,75.0,194.0,2.0,78.0,12.0,0.0,0.0,100.0,-7.0,7,8,13.0,2.0,62.0,-7.0,1.0,1.0,97.0,86.0,4.0,3.0,3.0,100.0,Bad
4483,72.0,117.0,1.0,48.0,13.0,1.0,0.0,87.0,72.0,6,5,15.0,1.0,47.0,-7.0,3.0,3.0,42.0,100.0,3.0,2.0,0.0,100.0,Bad
8563,56.0,166.0,2.0,55.0,28.0,3.0,2.0,78.0,1.0,4,2,32.0,3.0,28.0,1.0,1.0,1.0,43.0,85.0,13.0,4.0,4.0,81.0,Bad
8725,71.0,106.0,0.0,39.0,22.0,0.0,0.0,92.0,54.0,6,6,25.0,7.0,52.0,0.0,3.0,2.0,32.0,94.0,4.0,4.0,1.0,67.0,Bad
1074,88.0,192.0,2.0,90.0,17.0,0.0,0.0,100.0,-7.0,7,8,18.0,1.0,33.0,1.0,2.0,2.0,9.0,66.0,2.0,2.0,0.0,44.0,Good
1674,66.0,134.0,3.0,51.0,21.0,0.0,0.0,100.0,-7.0,7,8,21.0,5.0,29.0,0.0,3.0,3.0,59.0,44.0,5.0,2.0,3.0,58.0,Bad
8338,76.0,140.0,4.0,54.0,15.0,0.0,0.0,100.0,-7.0,7,8,15.0,4.0,53.0,0.0,4.0,4.0,14.0,71.0,3.0,3.0,1.0,67.0,Bad
5569,69.0,404.0,28.0,168.0,12.0,1.0,1.0,79.0,7.0,1,3,15.0,0.0,29.0,8.0,0.0,0.0,55.0,-8.0,2.0,1.0,1.0,67.0,Bad
4550,65.0,68.0,2.0,36.0,18.0,0.0,0.0,95.0,50.0,6,6,19.0,6.0,53.0,-7.0,2.0,2.0,71.0,75.0,5.0,4.0,0.0,90.0,Bad
7150,55.0,118.0,8.0,72.0,24.0,6.0,1.0,63.0,2.0,4,3,30.0,1.0,10.0,0.0,0.0,0.0,36.0,28.0,4.0,3.0,2.0,54.0,Bad
4526,70.0,70.0,10.0,39.0,9.0,1.0,0.0,82.0,16.0,6,5,12.0,1.0,36.0,-7.0,1.0,0.0,8.0,78.0,4.0,1.0,0.0,71.0,Bad
2442,65.0,166.0,11.0,63.0,21.0,1.0,1.0,83.0,25.0,5,2,30.0,1.0,35.0,-7.0,0.0,0.0,58.0,4.0,5.0,2.0,1.0,88.0,Good
5706,64.0,201.0,3.0,78.0,58.0,0.0,0.0,95.0,59.0,6,6,58.0,6.0,21.0,0.0,4.0,3.0,35.0,99.0,9.0,4.0,3.0,39.0,Bad
6118,85.0,216.0,26.0,89.0,14.0,0.0,0.0,100.0,-7.0,7,8,15.0,0.0,33.0,0.0,0.0,0.0,25.0,-8.0,2.0,1.0,0.0,50.0,Good
5983,61.0,128.0,4.0,61.0,5.0,1.0,1.0,75.0,13.0,6,2,8.0,1.0,38.0,3.0,2.0,2.0,90.0,-8.0,1.0,1.0,1.0,100.0,Bad
5142,74.0,228.0,8.0,78.0,19.0,0.0,0.0,100.0,-7.0,7,8,20.0,1.0,50.0,0.0,0.0,0.0,61.0,93.0,4.0,2.0,0.0,100.0,Bad
9108,61.0,256.0,12.0,99.0,14.0,1.0,0.0,68.0,2.0,4,5,19.0,0.0,58.0,-7.0,0.0,0.0,63.0,89.0,2.0,4.0,1.0,88.0,Bad
1465,67.0,132.0,7.0,38.0,11.0,1.0,1.0,100.0,-7.0,0,8,12.0,4.0,36.0,0.0,3.0,3.0,35.0,97.0,3.0,3.0,0.0,75.0,Bad
6978,86.0,215.0,5.0,80.0,38.0,0.0,0.0,100.0,-7.0,7,8,39.0,2.0,16.0,12.0,0.0,0.0,2.0,-8.0,1.0,2.0,0.0,21.0,Good
3901,64.0,241.0,2.0,92.0,39.0,0.0,0.0,100.0,-7.0,7,8,50.0,1.0,33.0,0.0,5.0,5.0,68.0,66.0,10.0,1.0,4.0,65.0,Good
2571,64.0,-8.0,5.0,56.0,10.0,1.0,1.0,91.0,12.0,6,3,0.0,3.0,27.0,-7.0,0.0,0.0,76.0,76.0,5.0,2.0,2.0,100.0,Bad
6990,86.0,264.0,5.0,134.0,17.0,0.0,0.0,100.0,-7.0,7,8,17.0,2.0,12.0,-8.0,0.0,0.0,13.0,95.0,6.0,2.0,0.0,67.0,Good
7816,61.0,83.0,2.0,40.0,22.0,0.0,0.0,96.0,1.0,4,6,23.0,4.0,26.0,3.0,1.0,1.0,50.0,-8.0,7.0,2.0,1.0,69.0,Bad
1545,74.0,217.0,5.0,94.0,28.0,0.0,0.0,100.0,-7.0,6,8,30.0,1.0,57.0,0.0,2.0,2.0,72.0,-8.0,4.0,2.0,3.0,75.0,Bad
8587,66.0,150.0,10.0,69.0,17.0,1.0,0.0,90.0,9.0,3,5,23.0,2.0,39.0,3.0,1.0,1.0,33.0,81.0,2.0,2.0,0.0,50.0,Good
7684,62.0,206.0,6.0,54.0,34.0,1.0,1.0,100.0,-7.0,6,8,36.0,5.0,47.0,0.0,1.0,1.0,31.0,81.0,3.0,4.0,1.0,54.0,Bad
2403,56.0,-8.0,10.0,43.0,7.0,1.0,0.0,38.0,0.0,3,5,0.0,1.0,25.0,-7.0,0.0,0.0,26.0,-8.0,2.0,1.0,0.0,57.0,Bad
4594,60.0,197.0,7.0,86.0,25.0,0.0,0.0,88.0,3.0,4,6,26.0,2.0,27.0,-7.0,1.0,1.0,82.0,-8.0,7.0,1.0,3.0,82.0,Bad
9791,54.0,167.0,6.0,60.0,10.0,1.0,1.0,82.0,5.0,4,3,11.0,2.0,45.0,0.0,0.0,0.0,74.0,98.0,3.0,2.0,2.0,100.0,Bad
2770,73.0,251.0,2.0,113.0,56.0,0.0,0.0,100.0,-7.0,7,8,63.0,4.0,33.0,-7.0,6.0,6.0,45.0,108.0,16.0,3.0,6.0,76.0,Bad
359,78.0,174.0,2.0,98.0,18.0,0.0,0.0,95.0,-8.0,6,6,20.0,2.0,55.0,0.0,1.0,1.0,23.0,57.0,1.0,4.0,0.0,75.0,Bad
7546,64.0,114.0,8.0,55.0,24.0,0.0,0.0,92.0,14.0,6,6,26.0,3.0,35.0,-7.0,2.0,2.0,41.0,85.0,6.0,2.0,2.0,73.0,Bad
8537,66.0,190.0,1.0,64.0,7.0,1.0,1.0,78.0,-7.0,6,7,9.0,3.0,22.0,0.0,7.0,7.0,34.0,-8.0,5.0,1.0,0.0,100.0,Bad
9590,68.0,108.0,4.0,50.0,15.0,0.0,0.0,100.0,-7.0,7,8,18.0,3.0,44.0,4.0,4.0,4.0,66.0,60.0,6.0,2.0,3.0,100.0,Bad
9884,78.0,96.0,1.0,35.0,12.0,0.0,0.0,100.0,-7.0,7,8,13.0,1.0,38.0,0.0,0.0,0.0,11.0,83.0,2.0,2.0,1.0,67.0,Bad
3186,66.0,-8.0,7.0,78.0,32.0,4.0,4.0,86.0,7.0,6,2,0.0,3.0,19.0,0.0,1.0,1.0,33.0,19.0,7.0,3.0,1.0,65.0,Bad
4873,74.0,123.0,1.0,52.0,23.0,0.0,0.0,100.0,-7.0,7,8,24.0,3.0,33.0,5.0,0.0,0.0,38.0,43.0,4.0,5.0,1.0,75.0,Good
1599,83.0,227.0,13.0,95.0,18.0,0.0,0.0,100.0,-7.0,7,8,19.0,0.0,37.0,0.0,0.0,0.0,26.0,33.0,2.0,2.0,0.0,50.0,Good
7408,82.0,120.0,2.0,43.0,15.0,0.0,0.0,100.0,-7.0,7,8,17.0,4.0,29.0,0.0,0.0,0.0,33.0,80.0,2.0,4.0,0.0,86.0,Good
9980,79.0,186.0,9.0,89.0,13.0,0.0,0.0,100.0,-7.0,7,8,13.0,1.0,46.0,0.0,0.0,0.0,28.0,50.0,4.0,1.0,1.0,86.0,Good
9159,75.0,163.0,35.0,94.0,31.0,1.0,0.0,97.0,25.0,6,5,38.0,0.0,47.0,-7.0,1.0,1.0,5.0,-8.0,3.0,1.0,0.0,44.0,Good
2393,70.0,173.0,6.0,85.0,12.0,0.0,0.0,100.0,-7.0,7,8,10.0,2.0,46.0,-7.0,0.0,0.0,93.0,13.0,3.0,4.0,3.0,100.0,Bad
8419,58.0,92.0,6.0,40.0,34.0,1.0,1.0,100.0,-7.0,0,8,41.0,1.0,22.0,0.0,4.0,4.0,37.0,100.0,8.0,4.0,3.0,52.0,Bad
8788,64.0,50.0,7.0,26.0,14.0,2.0,2.0,100.0,-7.0,6,8,15.0,3.0,43.0,8.0,0.0,0.0,64.0,77.0,3.0,3.0,1.0,55.0,Bad
3154,84.0,196.0,13.0,144.0,48.0,0.0,0.0,100.0,-7.0,7,8,19.0,0.0,36.0,0.0,3.0,2.0,23.0,-8.0,4.0,1.0,1.0,56.0,Good
7890,86.0,357.0,6.0,88.0,20.0,0.0,0.0,100.0,-7.0,7,8,20.0,3.0,30.0,6.0,0.0,0.0,2.0,-8.0,2.0,1.0,0.0,25.0,Bad
6694,79.0,199.0,10.0,179.0,27.0,0.0,0.0,100.0,-7.0,7,8,27.0,1.0,26.0,-7.0,3.0,3.0,25.0,52.0,3.0,2.0,1.0,38.0,Good
9786,76.0,71.0,6.0,34.0,13.0,0.0,0.0,100.0,-7.0,7,8,15.0,2.0,40.0,0.0,1.0,1.0,27.0,83.0,2.0,3.0,0.0,63.0,Bad
1973,68.0,293.0,2.0,65.0,15.0,2.0,2.0,100.0,-7.0,6,8,16.0,3.0,50.0,0.0,1.0,0.0,86.0,61.0,5.0,2.0,3.0,88.0,Bad
3347,89.0,97.0,97.0,97.0,1.0,0.0,0.0,100.0,-7.0,7,8,1.0,0.0,0.0,-8.0,0.0,0.0,2.0,-8.0,1.0,-8.0,0.0,100.0,Bad
10085,74.0,192.0,9.0,77.0,28.0,0.0,0.0,100.0,-7.0,7,8,28.0,3.0,11.0,-7.0,0.0,0.0,26.0,-8.0,5.0,1.0,1.0,60.0,Good
7348,67.0,41.0,11.0,22.0,3.0,0.0,0.0,100.0,-7.0,7,8,3.0,1.0,67.0,0.0,0.0,0.0,-8.0,90.0,-8.0,1.0,-8.0,100.0,Bad
7382,65.0,167.0,1.0,37.0,11.0,1.0,1.0,93.0,17.0,6,3,14.0,7.0,21.0,0.0,3.0,3.0,23.0,91.0,8.0,2.0,0.0,85.0,Bad
5389,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,Good
7548,77.0,164.0,3.0,56.0,36.0,0.0,0.0,97.0,31.0,6,6,36.0,4.0,22.0,-7.0,2.0,2.0,3.0,81.0,3.0,3.0,0.0,40.0,Good
4574,82.0,257.0,3.0,108.0,45.0,0.0,0.0,100.0,-7.0,7,8,46.0,3.0,28.0,-7.0,1.0,1.0,3.0,100.0,2.0,3.0,0.0,46.0,Good
4357,81.0,150.0,4.0,58.0,29.0,0.0,0.0,100.0,-7.0,7,8,29.0,4.0,34.0,0.0,1.0,1.0,3.0,96.0,2.0,2.0,0.0,36.0,Good
8121,84.0,329.0,25.0,158.0,9.0,1.0,0.0,90.0,75.0,6,5,10.0,0.0,10.0,9.0,0.0,0.0,0.0,-8.0,3.0,-8.0,0.0,50.0,Good
158,76.0,159.0,3.0,84.0,21.0,0.0,0.0,95.0,-7.0,5,7,21.0,1.0,71.0,3.0,1.0,1.0,42.0,69.0,3.0,3.0,1.0,75.0,Good
7562,64.0,97.0,10.0,50.0,22.0,0.0,0.0,95.0,15.0,6,6,24.0,1.0,41.0,-7.0,0.0,0.0,68.0,64.0,2.0,2.0,2.0,44.0,Good
9685,80.0,291.0,6.0,94.0,22.0,0.0,0.0,100.0,-7.0,7,8,24.0,1.0,68.0,6.0,0.0,0.0,7.0,-8.0,2.0,1.0,0.0,75.0,Good
852,66.0,308.0,3.0,97.0,35.0,0.0,0.0,88.0,1.0,4,6,42.0,5.0,32.0,3.0,2.0,2.0,45.0,46.0,5.0,5.0,1.0,83.0,Good
5160,56.0,-8.0,4.0,59.0,36.0,2.0,1.0,95.0,13.0,6,3,40.0,3.0,38.0,-7.0,0.0,0.0,51.0,-8.0,5.0,1.0,3.0,67.0,Good
2331,56.0,128.0,9.0,87.0,14.0,2.0,0.0,88.0,1.0,3,5,12.0,2.0,29.0,-7.0,0.0,0.0,22.0,38.0,3.0,3.0,0.0,100.0,Good
7620,59.0,84.0,2.0,33.0,18.0,1.0,1.0,100.0,-7.0,6,8,19.0,4.0,53.0,-7.0,3.0,3.0,84.0,83.0,6.0,4.0,4.0,92.0,Good
5839,67.0,58.0,4.0,29.0,21.0,0.0,0.0,95.0,39.0,6,6,22.0,6.0,50.0,0.0,3.0,3.0,15.0,94.0,3.0,5.0,0.0,73.0,Bad
7324,55.0,174.0,19.0,86.0,9.0,1.0,0.0,70.0,2.0,3,5,10.0,0.0,20.0,0.0,0.0,0.0,50.0,75.0,3.0,1.0,3.0,57.0,Bad
43,70.0,37.0,4.0,20.0,19.0,0.0,0.0,100.0,-7.0,7,8,20.0,2.0,20.0,0.0,3.0,3.0,42.0,73.0,2.0,2.0,1.0,50.0,Bad
5222,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,Good
